Twitter Id,Username,Name,Location,SparkScore,Engagement Score,Social Followers,Url,Verified,Account Type,Affinity,Profile Image,Hidden Gem,Description,Social Profile 0,Social Profile 1,Social Profile 2,Social Profile 3,Social Profile 4,Social Profile 5,Social Profile 6,Social Profile 7,Social Profile 8,Social Profile 9
146569971,CDCgov,CDC,"Atlanta, GA",82,43,7238969,chronicdata.cdc.gov,1,,25.7,https://pbs.twimg.com/profile_images/880104586211581952/KPwn1JyQ_normal.jpg,FALSE,CDC's official  source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/9LbZmE3Wzg,https://twitter.com/CDCgov,https://facebook.com/cdc,https://github.com/cdcgov,https://instagram.com/cdcgov,https://pinterest.com/cdcgov,https://youtube.com/user/CDCstreamingHealth,,,,
18994444,IBM,IBM,"Armonk, New York",54,3,2127833,www.ibm.com,1,,25.69,https://pbs.twimg.com/profile_images/1544424853268316166/gD7GBo3z_normal.jpg,FALSE,"We partner with developers, data scientists, CTOs and other creators to make the world work better.",https://twitter.com/IBM,https://facebook.com/ibm,https://instagram.com/ibm,https://linkedin.com/company/ibm,,,,,,
534563976,KirkDBorne,Kirk Borne,"Maryland, USA",62,21,386637,kirkborne.net,1,1,25.63,https://pbs.twimg.com/profile_images/1112733580948635648/s-8d1avb_normal.jpg,FALSE,Advisor to startups. Freelancer. Global Speaker. Founder @LeadershipData. Top influencer in #BigData #DataScience #AI #IoT #ML #B2B. PhD Astrophysics @Caltech,https://twitter.com/KirkDBorne,https://linkedin.com/in/kirkdborne,,,,,,,,
5746452,waltmossberg,Walt Mossberg,"Washington, DC",0,0,835662,,1,1,25.57,https://pbs.twimg.com/profile_images/1275982705059155969/OMeSfS_p_normal.jpg,FALSE,"Board, News Literacy Project. Ex columnist, WSJ. Co-founder: AllThingsD, Recode, D & Code conferences. Former Executive Editor, The Verge.",https://twitter.com/waltmossberg,https://facebook.com/waltmossberg,https://linkedin.com/in/walt-mossberg-27363584,,,,,,,
33612317,salesforce,Salesforce,"San Francisco, CA",58,19,1437486,www.salesforce.com,1,,25.56,https://pbs.twimg.com/profile_images/1268205537637748736/jyoK_62Q_normal.jpg,FALSE,We bring companies and customers together on the world's #​1 CRM. Sharing the inspiration you need to change the world for good. Support: @asksalesforce,https://twitter.com/salesforce,https://facebook.com/salesforce,https://instagram.com/salesforce,https://linkedin.com/company/salesforce,,,,,,
267399199,generalelectric,General Electric,"Boston, MA",54,7,3081493,www.ge.com,1,1,24.78,https://pbs.twimg.com/profile_images/1203327195105681408/MZGt7anQ_normal.jpg,FALSE,"Every minute of every day, GE rises to the challenge of building a world that works.",https://twitter.com/generalelectric,https://facebook.com/ge,https://instagram.com/generalelectric,https://linkedin.com/company/ge,,,,,,
3819701,ZDNET,ZDNET,,0,0,500919,www.zdnet.com,1,,24.66,https://pbs.twimg.com/profile_images/1559907818353868811/aipjSKiD_normal.jpg,FALSE,Tomorrow belongs to those who embrace it today.,https://twitter.com/ZDNET,https://facebook.com/zdnet.official,https://linkedin.com/company/zdnet-com,https://youtube.com/channel/UCr9QWb5RKLfaunjKHJZAdQQ,,,,,,
429943747,SMEMediaNews,SME Media,"Southfield, MI",34,12,33830,www.advancedmanufacturing.org,0,,24.45,https://pbs.twimg.com/profile_images/1245757117623042049/R5SF_d0T_normal.jpg,FALSE,"We are the premier source for news and technical info about advanced manufacturing, and the media arm of @SME_MFG.",https://twitter.com/SMEMediaNews,https://facebook.com/smemedianews,https://youtube.com/c/SMEMedia,,,,,,,
141333525,TheIoT,Internet of Things,,42,8,100220,alltheinternetofthings.com,0,,24.4,https://pbs.twimg.com/profile_images/692535181283061761/1hSF3Nhc_normal.png,FALSE,"The best source of #IoT news, by @JamesChevalier - weekly email: https://t.co/kzGwSbfexc - search: https://t.co/6TDaK7shoP",https://twitter.com/TheIoT,https://facebook.com/alltheinternetofthings,,,,,,,,
20571756,satyanadella,Satya Nadella,,99,73,3028268,,1,1,24.24,https://pbs.twimg.com/profile_images/1221837516816306177/_Ld4un5A_normal.jpg,FALSE,Chairman and CEO of Microsoft Corporation,https://twitter.com/satyanadella,https://linkedin.com/in/satya-nadella-3145136,,,,,,,,
42871498,LockheedMartin,Lockheed Martin,"Bethesda, MD",85,72,1985830,lockheedmartin.com,1,,23.87,https://pbs.twimg.com/profile_images/1635287976044548108/tNkqLQPN_normal.png,FALSE,We connect customers with integrated solutions & predictive technologies to ensure they stay ahead of emerging threats.,https://twitter.com/LockheedMartin,https://facebook.com/lockheedmartin,https://instagram.com/lockheedmartin,https://linkedin.com/company/lockheed-martin,https://youtube.com/user/LockheedMartinVideos,,,,,
1953648950,IBMIoT,IBM IoT,Worldwide,55,21,137067,,1,,23.76,https://pbs.twimg.com/profile_images/1493912218500407300/kplbf4Hm_normal.jpg,FALSE,"We help you build resilient business operations with intelligence, insights and expertise using #AI applications for #IoT and weather data",https://twitter.com/IBMIoT,https://youtube.com/channel/UCFNoGF7Ea-FfmAjfK4ReFpA,,,,,,,,
1090315298,CiscoIoT,Cisco IoT,"San Jose, CA",54,34,136528,,1,,23.71,https://pbs.twimg.com/profile_images/1177246393095741440/0xrOPPko_normal.png,FALSE,Official @Cisco Industrial Internet of Things account. Cisco #IoT accelerates digital transformation; delivering insight and action from your data.,https://twitter.com/CiscoIoT,,,,,,,,,
112243365,futureshift,FutureShift,,55,3,629181,mashable.com,1,,23.28,https://pbs.twimg.com/profile_images/958746570291367937/Ww_dbyO9_normal.jpg,FALSE,"Tech news from @Mashable. Obsessed w/ the innovations, products, and people who shape our connected lives. Sign up for our newsletter: https://t.co/W5Tbc4Nk0o",https://twitter.com/futureshift,https://facebook.com/mashable.tech,https://linkedin.com/company/futureshiftsolutions,,,,,,,
125767439,MfgExecutive,ML Council,"Washington, DC",33,7,22218,www.manufacturingleadershipcouncil.com,0,,23.25,https://pbs.twimg.com/profile_images/1410211593120534538/Ncrad6fr_normal.jpg,FALSE,The Manufacturing Leadership Council is the nation’s recognized leader in Manufacturing 4.0 insights. A division of @ShopfloorNAM.,https://twitter.com/MfgExecutive,https://linkedin.com/company/manufacturing-leadership-council,,,,,,,,
21234856,MFGcom,MFG.com,,33,8,25898,www.mfg.com,0,,23.21,https://pbs.twimg.com/profile_images/1526552979452661760/r79aA5EP_normal.jpg,FALSE,The world’s leading marketplace for manufacturers and buyers to discover and build relationships +++Powered by Shapeways,https://twitter.com/MFGcom,https://facebook.com/mfgcom,https://youtube.com/channel/UC2g6uYKkD6poTxn4kiJHMEw,,,,,,,
25103967,Boeing,The Boeing Company,"Arlington, VA",67,35,3394004,www.boeingdistribution.com,1,,22.86,https://pbs.twimg.com/profile_images/1064567396772401152/ex2Q59H8_normal.jpg,FALSE,Boeing is dedicated to advancing aerospace technology by investing in our people’s careers and encouraging innovation at every turn.,https://twitter.com/Boeing,https://facebook.com/boeing,https://instagram.com/boeing,https://linkedin.com/company/boeing,https://youtube.com/channel/UCYahLCxXLws0pfrfHBGaQ1A,,,,,
2307675307,TamaraMcCleary,Tamara McCleary,"Boulder, CO",0,0,306835,tamaramccleary.com,1,1,22.8,https://pbs.twimg.com/profile_images/1255693536629932033/hFa5JpaK_normal.jpg,FALSE,#CEO @ThuliumCo | Top 25 #CIO #CMO #AI #IoT Thought Leader | @Harvard grad student | #Science #Technology #FutureofWork #Ethics #Leadership | No DMs,https://twitter.com/TamaraMcCleary,https://facebook.com/tamaramccleary01,https://instagram.com/tamaramccleary,https://linkedin.com/in/tamaramccleary,https://youtube.com/channel/UCOlALNSn3bTFT4LHYXFoIUA,,,,,
2893971,gigaom,GigaOm,"Santa Barbara, California ",55,16,404732,gigaom.com,1,,22.74,https://pbs.twimg.com/profile_images/458702422479613952/3I1T5T51_normal.png,FALSE,Upskill your business with technology practitioners,https://twitter.com/gigaom,https://facebook.com/gigaom,https://instagram.com/gigaom,https://linkedin.com/company/gigaom,https://youtube.com/user/gigaom,,,,,
8963722,WIREDScience,WIRED Science,San Francisco/New York/London,58,24,3977641,,1,,22.69,https://pbs.twimg.com/profile_images/1574565355933995008/wmE0AB0R_normal.png,FALSE,Bringing the radiothermally generated heat. Sign up for the @WIREDScience newsletter: https://t.co/nTPFj1Lopv…,https://twitter.com/WIREDScience,https://facebook.com/wiredscience,,,,,,,,
73147282,HuffPostTech,HuffPost Tech,NYC,58,15,549832,,1,,22.45,https://pbs.twimg.com/profile_images/875371452299714560/F5K6Voe__normal.jpg,FALSE,Where technology is anthropology. Email: technology@huffingtonpost.com.,https://twitter.com/HuffPostTech,,,,,,,,,
15460048,MIT,Massachusetts Institute of Technology (MIT),"Cambridge, MA",68,22,2791926,news.mit.edu,1,,22.33,https://pbs.twimg.com/profile_images/927969888672632838/CZxYHc74_normal.jpg,FALSE,The Massachusetts Institute of Technology is a world leader in research and education. Related accounts: @MITevents @MITstudents @MIT_alumni,https://twitter.com/MIT,https://facebook.com/mitnews,https://instagram.com/mitpics,,,,,,,
13982132,medialab,MIT Media Lab,"Cambridge, Massachusetts",58,18,911880,www.media.mit.edu,1,,22.23,https://pbs.twimg.com/profile_images/1160953974364577796/DI9EUQPs_normal.jpg,FALSE,News from the MIT Media Lab,https://twitter.com/medialab,https://facebook.com/mitmedialab,https://instagram.com/mitmedialab,https://linkedin.com/company/medialab-inc-,https://youtube.com/user/mitmedialab,,,,,
84623395,Qualcomm,Qualcomm,"San Diego, CA",56,23,3450392,www.qualcomm.com,1,,22.15,https://pbs.twimg.com/profile_images/1352286545743540224/Za-Gmfor_normal.jpg,FALSE,Enabling a world where everyone and everything can be intelligently connected.,https://twitter.com/Qualcomm,https://facebook.com/qualcomm,https://instagram.com/qualcomm,https://linkedin.com/company/qualcomm,https://youtube.com/user/QUALCOMMVlog,,,,,
5763262,karaswisher,Kara Swisher,"Washington, DC",76,39,1762733,,1,1,22.12,https://pbs.twimg.com/profile_images/1640825626973335552/MbURwElW_normal.jpg,FALSE,“Vitriolic” media lady,https://twitter.com/karaswisher,https://facebook.com/karaswisher,https://instagram.com/karaswisher,https://linkedin.com/in/kara-swisher-b7213,,,,,,
168857946,500GlobalVC,500 Global, San Francisco,46,5,704192,500.co,0,,21.94,https://pbs.twimg.com/profile_images/1438104837800005644/LG6YNVES_normal.png,FALSE,VC firm on a mission to uplift people and economies around the world through entrepreneurship.,https://twitter.com/500GlobalVC,https://facebook.com/500global,https://instagram.com/500global,https://linkedin.com/company/1443207,https://youtube.com/user/500startups,,,,,
