Twitter Id,Username,Name,Location,SparkScore,Engagement Score,Social Followers,Url,Verified,Account Type,Affinity,Profile Image,Hidden Gem,Description,Social Profile 0,Social Profile 1,Social Profile 2,Social Profile 3,Social Profile 4,Social Profile 5,Social Profile 6,Social Profile 7,Social Profile 8,Social Profile 9
1713417312,7wData,7wdata,België,45,2,91185,7wdata.be,0,,9.62,https://pbs.twimg.com/profile_images/603260553012781056/ri__z73B_normal.png,TRUE,"News on #Data, #Business #Intelligence, #Information #Management, #Analytics, #leadership, #innovation, #digital #transformation, #IoT, #AI",https://twitter.com/7wData,https://facebook.com/7wdata,https://instagram.com/7wdata,https://pinterest.com/7wdata,https://youtube.com/channel/UCppAwS8Q_HS33NFJjenwfmg,,,,,
132117893,LogisticsMatter,Martijn Graat,"Rotterdam, the Netherlands",34,5,23953,logisticsmatter.com,0,0,9.61,https://pbs.twimg.com/profile_images/1441740829782020097/ZIvuWMpE_normal.jpg,TRUE,"Tweeting, Blogging, and Podcasting about 
Trends & Innovations in Supply Chain and Logistics

DM for Sponsored Content options",https://twitter.com/LogisticsMatter,https://facebook.com/logisticsmatter,https://linkedin.com/in/martijngraat,https://pinterest.com/logisticsmatter,,,,,,
128235459,TransportTopics,Transport Topics,,37,9,61066,www.ttnews.com,0,,9.55,https://pbs.twimg.com/profile_images/669224938415501312/SFhhkpQM_normal.png,TRUE,The Newspaper of Trucking and Freight Transportation,https://twitter.com/TransportTopics,https://facebook.com/transporttopics,https://linkedin.com/company/transport-topics,https://youtube.com/c/transporttopics,,,,,,
17899712,Kevin_Jackson,Kevin L. Jackson,"Virginia, USA",49,9,84539,,1,1,9.53,https://pbs.twimg.com/profile_images/1598383602546475015/OmK1BewH_normal.jpg,TRUE,"USA Today & Wall Street Journal bestselling author, advisor, & technologist. https://t.co/JQmBpxpgul https://t.co/5cowsJ2iMP…",https://twitter.com/Kevin_Jackson,,,,,,,,,
2367320131,cybersecboardrm,Bob Carver ✭,the world,41,7,46823,,0,1,9.36,https://pbs.twimg.com/profile_images/1407446120389918724/X3jirdHk_normal.jpg,TRUE, Top10 #CyberSecurity #infosec #IoT #privacy #AI #ML #disrupt #blockchain #Industry40 #startups #Cloud #FutureOfWork #tech #KeynoteSpeaker RT != agree,https://twitter.com/cybersecboardrm,https://facebook.com/bobcarvercompany,https://linkedin.com/in/bobcarver,,,,,,,
90871516,MN_Pallet_Rack,AK Material Handling,"Maple Grove, MN",26,8,15202,www.akequipment.com,0,,9.16,https://pbs.twimg.com/profile_images/1577340306898427906/r0wWdaIX_normal.jpg,TRUE,"Call 800-722-5908 or visit https://t.co/KgSjksv8YL for  Shelving, Pallet Racking, Mezzanines, Warehouse Design and more. Nationwide coverage!",https://twitter.com/MN_Pallet_Rack,https://facebook.com/akmaterialhandlingsystems,https://linkedin.com/company/348951,https://youtube.com/user/AKmaterialhandling,,,,,,
19794121,ENRnews,ENR,"New York, NY",39,7,77938,www.enr.com,0,,9.12,https://pbs.twimg.com/profile_images/876852873925197829/qSh8ICZp_normal.jpg,TRUE,"Follow ENR for the latest breaking news, data, features, and events in engineered construction. Photo: Dennis Lee",https://twitter.com/ENRnews,https://facebook.com/engineeringnewsrecord,https://youtube.com/channel/UCMoDRPALIiRzvn0PUxpe5_g,,,,,,,
22271644,USCleanPower,American Clean Power (ACP),"Washington, D.C.",52,23,82441,www.awea.org,1,,9.09,https://pbs.twimg.com/profile_images/1455175811582078977/VrotEHKJ_normal.jpg,TRUE,"ACP is the voice of the clean power sector, working to transform the US power grid to a low-cost, reliable & renewable power system. #UnitedStatesofCleanEnergy",https://twitter.com/USCleanPower,https://facebook.com/uscleanpower,https://instagram.com/uscleanpower,https://linkedin.com/company/american-clean-power-association,https://youtube.com/user/americanwindenergy,,,,,
776150730721951745,iotforall,IoT For All,United States,28,43,15629,www.iotforall.com,0,,9.09,https://pbs.twimg.com/profile_images/1593690686900969472/LjGgcqSJ_normal.jpg,TRUE,"The #1 Internet of Things focused publication and resource
Be in the know, subscribe to our newsletter: https://t.co/zngUSumH8v",https://twitter.com/iotforall,https://facebook.com/iot4all,https://instagram.com/iotforall,https://linkedin.com/company/iot-for-all,https://youtube.com/c/IoTForAll,,,,,
31739435,RLCarriers,R+L Carriers,Global,25,48,26334,www.rlcarriers.com,0,,9.07,https://pbs.twimg.com/profile_images/1022528994694979584/vir_BMUp_normal.jpg,TRUE,"Family-owned since 1965, Industry leading global transportation provider, Official #RLBowl sponsor, Delivering career opportunities through #RLHometown",https://twitter.com/RLCarriers,https://facebook.com/rlcarriers,https://instagram.com/rlcarriers,https://linkedin.com/company/r-l-carriers,https://pinterest.com/rlcarriers,https://youtube.com/user/rlcarriersinc,,,,
3266526451,ericfrodgers,Eric Rodgers,"Toronto, Ontario",38,21,79888,,0,1,9.04,https://pbs.twimg.com/profile_images/629289007604633601/zjSed5JA_normal.jpg,TRUE,"Top 30 Under 30, 2x Google Search Excellence Awards. Obsessed with #MarTech & #BigData. Loving & Fueling Digital Disruption. Founder @StackProsinc & @DRVNIntel!",https://twitter.com/ericfrodgers,https://linkedin.com/in/ericfrodgers,,,,,,,,
498449719,SCInsightsLLC,SupplyChainInsights,"Philadelphia, PA",26,52,11255,supplychaininsights.com,0,,9.01,https://pbs.twimg.com/profile_images/440573490429575168/jQDZuImE_normal.jpeg,TRUE,Supply Chain Insights is a research & advisory firm that engages clients to improve supply chain performance. We help companies be more agile and profitable,https://twitter.com/SCInsightsLLC,https://linkedin.com/in/supply-chain-insights-global-summit-518743121,https://youtube.com/channel/UCeFBs3tx8IQNYZ0p_FE4b1A,,,,,,,
27875662,embedded_comp,Embedded Computing Design,"Scottsdale, AZ",35,36,26827,embeddedcomputing.com,0,,9,https://pbs.twimg.com/profile_images/1554891012996141056/omLXh1cP_normal.jpg,TRUE,"The source of in-depth technical news, views & instructional content for the electronics engineering industry #ew23 #embeddedworld #computex2023 @embedded_world",https://twitter.com/embedded_comp,https://facebook.com/embedded.computing.design,https://linkedin.com/in/embeddedcomputing,https://youtube.com/user/videoopensystems,,,,,,
23654724,jimtompkins,Jim Tompkins,"Raleigh, North Carolina",25,22,17256,www.tompkinsinc.com,0,1,8.98,https://pbs.twimg.com/profile_images/775343359254593537/f0pBy1Sp_normal.jpg,TRUE,"Expert in global supply chain, logistics, material handling, and business strategy. Noted speaker. Chairman of Tompkins International and Tompkins Ventures",https://twitter.com/jimtompkins,https://facebook.com/tompkinsinternational,https://linkedin.com/company/tompkins-international,https://youtube.com/user/TompkinsInternation,,,,,,
28454112,ElectronicDesgn,Electronic Design,"New York, NY",35,25,58875,www.electronicdesign.com,0,,8.97,https://pbs.twimg.com/profile_images/849636683788107776/6zMMDUlJ_normal.jpg,TRUE,"The source for emerging technologies for design solutions

http://t.co/5hM6Y7ovE5",https://twitter.com/ElectronicDesgn,https://facebook.com/electronicdesign,,,,,,,,
22051757,JOC_Updates,JOC,Global,36,37,85096,www.joc.com,0,,8.85,https://pbs.twimg.com/profile_images/1498415784410120198/jEprCUfw_normal.png,TRUE,"The Journal of Commerce delivers world-class news, analysis and business intelligence for international transportation, logistics and supply chain professionals",https://twitter.com/JOC_Updates,https://facebook.com/jocnewswire,https://linkedin.com/company/521987,https://youtube.com/user/JOCNews,,,,,,
66735133,PMMIorg,PMMI,"Reston, Virginia",27,19,23036,www.pmmi.org,0,,8.8,https://pbs.twimg.com/profile_images/1014199452968550401/rnm2JdIV_normal.jpg,TRUE,The Association for Packaging and Processing Technologies - striving to be the leading global resource for #processing and #packaging.,https://twitter.com/PMMIorg,https://facebook.com/pmmiorg,https://instagram.com/pmmiorg,https://linkedin.com/company/pmmi,https://youtube.com/user/pmmiorg,,,,,
603059202,RethinkRobotics,Rethink Robotics,"Bochum, Germany",38,35,54939,www.rethinkrobotics.com,0,,8.78,https://pbs.twimg.com/profile_images/1532318092218474496/IWdlkhwY_normal.jpg,TRUE,"Manufacturer of smart, collaborative robots for #manufacturing, #research and #edu.

Imprint: https://t.co/2GoGgMF5Er
Privacy Policy: https://t.co/vm2WDmBBR6",https://twitter.com/RethinkRobotics,https://facebook.com/rethinkrobotics,https://instagram.com/rethinkrobotics,https://linkedin.com/company/rethink-robotics,https://youtube.com/user/RethinkRobotics,,,,,
76659916,KnightGlobal,Knight Global,Metro Detroit Area Michigan,30,18,17763,www.knight-ind.com,0,,8.77,https://pbs.twimg.com/profile_images/1205615618/simplelogo_normal.gif,TRUE,The ONLY Ergonomic Company in the World that Manufacturers a Complete Lifting and Moving System,https://twitter.com/KnightGlobal,https://facebook.com/knightglobal,https://linkedin.com/company/knight-global,https://youtube.com/user/KnightGlobalSolution,,,,,,
155882289,sctools,SCTools,"Bloomfield Hills, Michigan",25,9,15719,sctools.net,0,,8.67,https://pbs.twimg.com/profile_images/1289300287954583552/B6cR_YSj_normal.jpg,TRUE,#CNCMachining - Distributors of various cutting tools to fit most industry needs & cover most machine applications. https://t.co/UXNcqdpNUw,https://twitter.com/sctools,https://facebook.com/pages/sctools/132239456796220,https://linkedin.com/in/lermit,,,,,,,
187426749,KUKA_Americas,KUKA Americas,"Shelby Township, MI 48315",33,31,24440,,0,,8.66,https://pbs.twimg.com/profile_images/1067476251722559489/4R6GBcnl_normal.jpg,TRUE,"Official  account of KUKA Robotics USA, Canada, and Mexico - one of the world’s leading suppliers of industrial robots. https://t.co/PnaNtXf3xu",https://twitter.com/KUKA_Americas,,,,,,,,,
19805321,deanfoust,Dean Foust,Atlanta,38,6,43337,,0,1,8.65,https://pbs.twimg.com/profile_images/604040044794372096/rCF64yVT_normal.jpg,TRUE,"Leadership Communications strategist and consultant. President, CEO Speechwriters. Views are mine.",https://twitter.com/deanfoust,,,,,,,,,
18167682,QualityMagazine,Quality,"Troy, MI",25,12,16023,www.qualitymag.com,0,,8.63,https://pbs.twimg.com/profile_images/697138495748509698/VNx6c8J1_normal.jpg,TRUE,Quality serves manufacturing professionals with quality assurance and process improvement information.,https://twitter.com/QualityMagazine,https://facebook.com/qualitymagazine,https://linkedin.com/company/quality-mag,https://youtube.com/user/QualityMag,,,,,,
41605121,PotomacPhotonic,Potomac Photonics,Worldwide,37,18,63209,www.potomac-laser.com,0,,8.61,https://pbs.twimg.com/profile_images/1539315997114368005/ucqI3I1X_normal.jpg,TRUE,The Leader in Digital & Micro Fabrication.,https://twitter.com/PotomacPhotonic,https://facebook.com/potomacphotonics,https://instagram.com/potomacphotonic,https://linkedin.com/company/potomac-photonics,https://youtube.com/user/PotomacPhotonics,,,,,
2317661245,IEEEIoT,IEEE Internet of Things Initiative,International,42,62,29398,,0,,8.61,https://pbs.twimg.com/profile_images/456800399710642177/HWa0bk1H_normal.png,TRUE,The IEEE Internet of Things Initiative is the premier technical association in the communications industry. #ieeeorg #ieeeiot  #IoT #IIoT #digitaltransformation,https://twitter.com/IEEEIoT,https://facebook.com/ieeeiot,,,,,,,,
18050517,PharmaMfg,Pharma Manufacturing,"Schaumburg, IL",29,18,16990,www.pharmamanufacturing.com,0,,8.59,https://pbs.twimg.com/profile_images/1118552347687424007/Ra7E18Ye_normal.png,TRUE,"Pharma Manufacturing's magazine, website & newsletters are the industry's voice for drug mfging excellence. Our editors: @PharmaMfgScribe & @amoniquecorona",https://twitter.com/PharmaMfg,https://facebook.com/karen.langhauser.5,https://linkedin.com/in/klanghauser,https://youtube.com/user/pharmabackpacks,,,,,,
27089433,packagingdigest,Packaging Digest,United States,35,14,37342,www.packagingdigest.com,0,,8.53,https://pbs.twimg.com/profile_images/1534267957257306113/CihjSwDf_normal.jpg,TRUE,"The packaging industry’s best known, most trusted and most widely distributed information resource since 1963.",https://twitter.com/packagingdigest,https://facebook.com/packagingdigestmagazine,,,,,,,,
49692440,LogisticsOnline,Logistics Online,"Erie, PA",31,14,21237,,0,,8.36,https://pbs.twimg.com/profile_images/502518162101792768/dlUCTDzm_normal.jpeg,TRUE,"Transportation, Logistics, Supply Chain Solutions | News | Research | Case Studies",https://twitter.com/LogisticsOnline,,,,,,,,,
20626879,TRUCKINGdotORG,American Trucking,"Arlington, Va.",48,34,56089,www.trucking.org,1,,8.34,https://pbs.twimg.com/profile_images/954105504095227904/ItzqYai-_normal.jpg,TRUE,American Trucking Associations is the voice of the industry America depends on most to move our nation’s freight. #Trucking: Moving America Forward.,https://twitter.com/TRUCKINGdotORG,https://facebook.com/truckingdotorg,https://instagram.com/truckingdotorg,https://linkedin.com/company/truckingtmc,https://youtube.com/user/atamedia,,,,,
66498722,SplyChnTweets,Supply Chain Tweets,USA,29,9,16460,,0,,8.34,https://pbs.twimg.com/profile_images/367465147/SplyChnTweets_normal.jpg,TRUE,"Retweeting on Supply Chain, Logistics, and Freight Transportation Topics",https://twitter.com/SplyChnTweets,,,,,,,,,
135945569,Doug_Laney,Doug Laney,Chicago,40,5,48640,,0,1,8.33,https://pbs.twimg.com/profile_images/1476656235067936783/jTCZ7XTl_normal.jpg,TRUE,"Innovation Fellow, Data & Analytics Strategy @WestMonroe",https://twitter.com/Doug_Laney,https://linkedin.com/in/douglaney,,,,,,,,
56679995,intsystemdesign,Engineering,,35,1,30114,,0,,8.27,https://pbs.twimg.com/profile_images/486285472218357761/Pcj_xiNV_normal.jpeg,TRUE,Leading  on Engineering,https://twitter.com/intsystemdesign,,,,,,,,,
30079624,EMR_Automation,Emerson Automation Solutions,Worldwide,42,40,54745,www.emersonautomationexperts.com,1,1,8.24,https://pbs.twimg.com/profile_images/1542843202465460225/O53tP5Qs_normal.jpg,TRUE,"Emerson Automation Solutions provides expertise, technologies & services to take on your toughest challenges and bring predictable success #PAuto $EMR",https://twitter.com/EMR_Automation,https://facebook.com/emersonautomationsolutions,https://linkedin.com/company/emerson-automation-solutions,https://youtube.com/user/emerson,,,,,,
